paper_id,axis,value
4830,evaluation_strategy,controlled_experiment
4830,human_role,not_specified
4830,venue_type,preprint
4833,loop_mechanism,memory_and_context_management
4833,contribution_type,tool
4833,research_type,validation_research
4833,evaluation_strategy,benchmark
4833,human_role,not_specified
4833,venue_type,preprint
4836,loop_mechanism,memory_and_context_management
4836,contribution_type,tool
4836,research_type,validation_research
4836,evaluation_strategy,benchmark
4836,human_role,not_specified
4836,venue_type,preprint
4856,loop_mechanism,verification_and_gating
4856,contribution_type,model
4856,research_type,validation_research
4856,evaluation_strategy,controlled_experiment
4856,human_role,human_in_the_loop
4856,venue_type,preprint
4861,loop_mechanism,memory_and_context_management
4861,contribution_type,method
4861,research_type,validation_research
4861,evaluation_strategy,benchmark
4861,human_role,not_specified
4861,venue_type,preprint
4886,loop_mechanism,memory_and_context_management
4886,contribution_type,method
4886,research_type,validation_research
4886,evaluation_strategy,benchmark
4886,human_role,not_specified
4886,venue_type,preprint
4916,loop_mechanism,loop_evaluation_and_diagnosis
4916,contribution_type,metric
4916,research_type,validation_research
4916,evaluation_strategy,controlled_experiment
4916,human_role,not_specified
4916,venue_type,preprint
4944,loop_mechanism,memory_and_context_management
4944,contribution_type,method
4944,research_type,validation_research
4944,evaluation_strategy,benchmark
4944,human_role,not_specified
4944,venue_type,preprint
4957,loop_mechanism,memory_and_context_management
4957,contribution_type,method
4957,research_type,validation_research
4957,evaluation_strategy,benchmark
4957,human_role,not_specified
4957,venue_type,preprint
4960,loop_mechanism,verification_and_gating
4960,contribution_type,method
4960,research_type,validation_research
4960,evaluation_strategy,benchmark
4960,human_role,not_specified
4960,venue_type,preprint
4963,loop_mechanism,memory_and_context_management
4963,contribution_type,tool
4963,research_type,validation_research
4963,evaluation_strategy,benchmark
4963,human_role,not_specified
4963,venue_type,preprint
4970,loop_mechanism,deliberative_search
4970,contribution_type,method
4970,research_type,validation_research
4970,evaluation_strategy,benchmark
4970,human_role,not_specified
4970,venue_type,preprint
4971,loop_mechanism,loop_evaluation_and_diagnosis
4971,contribution_type,tool
4971,research_type,validation_research
4971,evaluation_strategy,benchmark
4971,human_role,not_specified
4971,venue_type,preprint
4974,loop_mechanism,verification_and_gating
4974,contribution_type,tool
4974,research_type,validation_research
4974,evaluation_strategy,benchmark
4974,human_role,not_specified
4974,venue_type,preprint
4975,loop_mechanism,memory_and_context_management
4975,contribution_type,tool
4975,research_type,validation_research
4975,evaluation_strategy,benchmark
4975,human_role,not_specified
4975,venue_type,preprint
4977,loop_mechanism,memory_and_context_management
4977,contribution_type,method
4977,research_type,validation_research
4977,evaluation_strategy,benchmark
4977,human_role,not_specified
4977,venue_type,preprint
4978,loop_mechanism,memory_and_context_management
4978,contribution_type,method
4978,research_type,validation_research
4978,evaluation_strategy,benchmark
4978,human_role,not_specified
4978,venue_type,preprint
4979,loop_mechanism,planning_and_control_flow
4979,contribution_type,method
4979,research_type,validation_research
4979,evaluation_strategy,benchmark
4979,human_role,not_specified
4979,venue_type,preprint
4981,loop_mechanism,memory_and_context_management
4981,contribution_type,method
4981,research_type,validation_research
4981,evaluation_strategy,benchmark
4981,human_role,fully_autonomous
4981,venue_type,preprint
4983,loop_mechanism,memory_and_context_management
4983,contribution_type,method
4983,research_type,validation_research
4983,evaluation_strategy,benchmark
4983,human_role,fully_autonomous
4983,venue_type,preprint
4986,loop_mechanism,verification_and_gating
4986,contribution_type,model
4986,research_type,validation_research
4986,evaluation_strategy,benchmark
4986,human_role,fully_autonomous
4986,venue_type,preprint
4988,loop_mechanism,verification_and_gating
4988,contribution_type,method
4988,research_type,validation_research
4988,evaluation_strategy,controlled_experiment
4988,human_role,fully_autonomous
4988,venue_type,preprint
4992,loop_mechanism,memory_and_context_management
4992,contribution_type,method
4992,research_type,validation_research
4992,evaluation_strategy,benchmark
4992,human_role,fully_autonomous
4992,venue_type,preprint
4998,loop_mechanism,loop_evaluation_and_diagnosis
4998,contribution_type,model
4998,research_type,validation_research
4998,evaluation_strategy,benchmark
4998,human_role,fully_autonomous
4998,venue_type,preprint
5002,loop_mechanism,memory_and_context_management
5002,contribution_type,model
5002,research_type,solution_proposal
5002,evaluation_strategy,none
5002,human_role,not_specified
5002,venue_type,preprint
5007,loop_mechanism,memory_and_context_management
5007,contribution_type,method
5007,research_type,validation_research
5007,evaluation_strategy,benchmark
5007,human_role,fully_autonomous
5007,venue_type,preprint
5010,loop_mechanism,deliberative_search
5010,contribution_type,method
5010,research_type,validation_research
5010,evaluation_strategy,benchmark
5010,human_role,fully_autonomous
5010,venue_type,preprint
5011,loop_mechanism,self_evolution
5011,contribution_type,method
5011,research_type,validation_research
5011,evaluation_strategy,benchmark
5011,human_role,fully_autonomous
5011,venue_type,preprint
5017,loop_mechanism,self_evolution
5017,contribution_type,method
5017,research_type,validation_research
5017,evaluation_strategy,benchmark
5017,human_role,fully_autonomous
5017,venue_type,preprint
5019,loop_mechanism,loop_evaluation_and_diagnosis
5019,contribution_type,tool
5019,research_type,validation_research
5019,evaluation_strategy,benchmark
5019,human_role,not_specified
5019,venue_type,preprint
5024,loop_mechanism,loop_evaluation_and_diagnosis
5024,contribution_type,model
5024,research_type,validation_research
5024,evaluation_strategy,controlled_experiment
5024,human_role,fully_autonomous
5024,venue_type,preprint
5025,loop_mechanism,deliberative_search
5025,contribution_type,method
5025,research_type,validation_research
5025,evaluation_strategy,benchmark
5025,human_role,fully_autonomous
5025,venue_type,preprint
5026,loop_mechanism,memory_and_context_management
5026,contribution_type,method
5026,research_type,validation_research
5026,evaluation_strategy,benchmark
5026,human_role,fully_autonomous
5026,venue_type,preprint
5036,loop_mechanism,loop_evaluation_and_diagnosis
5036,contribution_type,metric
5036,research_type,validation_research
5036,evaluation_strategy,benchmark
5036,human_role,not_specified
5036,venue_type,preprint
5039,loop_mechanism,self_evolution
5039,contribution_type,method
5039,research_type,validation_research
5039,evaluation_strategy,case_study
5039,human_role,fully_autonomous
5039,venue_type,preprint
5047,loop_mechanism,memory_and_context_management
5047,contribution_type,method
5047,research_type,validation_research
5047,evaluation_strategy,benchmark
5047,human_role,fully_autonomous
5047,venue_type,preprint
5051,loop_mechanism,loop_evaluation_and_diagnosis
5051,contribution_type,model
5051,research_type,philosophical_paper
5051,evaluation_strategy,case_study
5051,human_role,not_specified
5051,venue_type,preprint
5055,loop_mechanism,memory_and_context_management
5055,contribution_type,method
5055,research_type,validation_research
5055,evaluation_strategy,benchmark
5055,human_role,fully_autonomous
5055,venue_type,preprint
5064,loop_mechanism,memory_and_context_management
5064,contribution_type,method
5064,research_type,validation_research
5064,evaluation_strategy,benchmark
5064,human_role,fully_autonomous
5064,venue_type,preprint
5069,loop_mechanism,memory_and_context_management
5069,contribution_type,tool
5069,research_type,validation_research
5069,evaluation_strategy,benchmark
5069,human_role,fully_autonomous
5069,venue_type,preprint
5073,loop_mechanism,self_evolution
5073,contribution_type,method
5073,research_type,validation_research
5073,evaluation_strategy,benchmark
5073,human_role,fully_autonomous
5073,venue_type,preprint
5081,loop_mechanism,memory_and_context_management
5081,contribution_type,method
5081,research_type,validation_research
5081,evaluation_strategy,controlled_experiment
5081,human_role,human_in_the_loop
5081,venue_type,preprint
5092,loop_mechanism,memory_and_context_management
5092,contribution_type,model
5092,research_type,validation_research
5092,evaluation_strategy,controlled_experiment
5092,human_role,fully_autonomous
5092,venue_type,preprint
5093,loop_mechanism,memory_and_context_management
5093,contribution_type,method
5093,research_type,validation_research
5093,evaluation_strategy,benchmark
5093,human_role,fully_autonomous
5093,venue_type,preprint
5095,loop_mechanism,memory_and_context_management
5095,contribution_type,method
5095,research_type,validation_research
5095,evaluation_strategy,benchmark
5095,human_role,fully_autonomous
5095,venue_type,preprint
5101,loop_mechanism,memory_and_context_management
5101,contribution_type,method
5101,research_type,validation_research
5101,evaluation_strategy,benchmark
5101,human_role,fully_autonomous
5101,venue_type,preprint
5103,loop_mechanism,loop_evaluation_and_diagnosis
5103,contribution_type,method
5103,research_type,validation_research
5103,evaluation_strategy,benchmark
5103,human_role,fully_autonomous
5103,venue_type,preprint
5106,loop_mechanism,memory_and_context_management
5106,contribution_type,tool
5106,research_type,validation_research
5106,evaluation_strategy,controlled_experiment
5106,human_role,fully_autonomous
5106,venue_type,preprint
5110,loop_mechanism,memory_and_context_management
5110,contribution_type,tool
5110,research_type,validation_research
5110,evaluation_strategy,benchmark
5110,human_role,fully_autonomous
5110,venue_type,preprint
5111,loop_mechanism,memory_and_context_management
5111,contribution_type,method
5111,research_type,validation_research
5111,evaluation_strategy,benchmark
5111,human_role,human_in_the_loop
5111,venue_type,preprint
5128,loop_mechanism,multi_agent_coordination
5128,contribution_type,method
5128,research_type,validation_research
5128,evaluation_strategy,benchmark
5128,human_role,fully_autonomous
5128,venue_type,preprint
5129,loop_mechanism,multi_agent_coordination
5129,contribution_type,method
5129,research_type,validation_research
5129,evaluation_strategy,benchmark
5129,human_role,fully_autonomous
5129,venue_type,preprint
5143,loop_mechanism,multi_agent_coordination
5143,contribution_type,metric
5143,research_type,validation_research
5143,evaluation_strategy,benchmark
5143,human_role,fully_autonomous
5143,venue_type,preprint
5163,loop_mechanism,multi_agent_coordination
5163,contribution_type,method
5163,research_type,validation_research
5163,evaluation_strategy,benchmark
5163,human_role,fully_autonomous
5163,venue_type,preprint
5165,loop_mechanism,multi_agent_coordination
5165,contribution_type,method
5165,research_type,validation_research
5165,evaluation_strategy,benchmark
5165,human_role,fully_autonomous
5165,venue_type,preprint
5181,loop_mechanism,verification_and_gating
5181,contribution_type,method
5181,research_type,validation_research
5181,evaluation_strategy,benchmark
5181,human_role,fully_autonomous
5181,venue_type,preprint
5184,loop_mechanism,multi_agent_coordination
5184,contribution_type,method
5184,research_type,validation_research
5184,evaluation_strategy,benchmark
5184,human_role,fully_autonomous
5184,venue_type,preprint
5185,loop_mechanism,loop_evaluation_and_diagnosis
5185,contribution_type,model
5185,research_type,validation_research
5185,evaluation_strategy,benchmark
5185,human_role,fully_autonomous
5185,venue_type,preprint
5189,loop_mechanism,verification_and_gating
5189,contribution_type,method
5189,research_type,validation_research
5189,evaluation_strategy,benchmark
5189,human_role,fully_autonomous
5189,venue_type,preprint
5191,loop_mechanism,multi_agent_coordination
5191,contribution_type,method
5191,research_type,validation_research
5191,evaluation_strategy,benchmark
5191,human_role,fully_autonomous
5191,venue_type,preprint
5196,loop_mechanism,loop_evaluation_and_diagnosis
5196,contribution_type,tool
5196,research_type,validation_research
5196,evaluation_strategy,benchmark
5196,human_role,fully_autonomous
5196,venue_type,preprint
5202,loop_mechanism,multi_agent_coordination
5202,contribution_type,method
5202,research_type,validation_research
5202,evaluation_strategy,benchmark
5202,human_role,fully_autonomous
5202,venue_type,preprint
5208,loop_mechanism,multi_agent_coordination
5208,contribution_type,method
5208,research_type,validation_research
5208,evaluation_strategy,benchmark
5208,human_role,fully_autonomous
5208,venue_type,preprint
5212,loop_mechanism,multi_agent_coordination
5212,contribution_type,method
5212,research_type,validation_research
5212,evaluation_strategy,benchmark
5212,human_role,fully_autonomous
5212,venue_type,preprint
5214,loop_mechanism,multi_agent_coordination
5214,contribution_type,process
5214,research_type,validation_research
5214,evaluation_strategy,benchmark
5214,human_role,fully_autonomous
5214,venue_type,preprint
5216,loop_mechanism,multi_agent_coordination
5216,contribution_type,method
5216,research_type,validation_research
5216,evaluation_strategy,benchmark
5216,human_role,fully_autonomous
5216,venue_type,preprint
5225,loop_mechanism,planning_and_control_flow
5225,contribution_type,method
5225,research_type,validation_research
5225,evaluation_strategy,benchmark
5225,human_role,human_in_the_loop
5225,venue_type,preprint
5237,loop_mechanism,multi_agent_coordination
5237,contribution_type,metric
5237,research_type,validation_research
5237,evaluation_strategy,controlled_experiment
5237,human_role,fully_autonomous
5237,venue_type,preprint
5241,loop_mechanism,multi_agent_coordination
5241,contribution_type,model
5241,research_type,validation_research
5241,evaluation_strategy,benchmark
5241,human_role,fully_autonomous
5241,venue_type,preprint
5243,loop_mechanism,loop_evaluation_and_diagnosis
5243,contribution_type,tool
5243,research_type,validation_research
5243,evaluation_strategy,benchmark
5243,human_role,fully_autonomous
5243,venue_type,preprint
5246,loop_mechanism,multi_agent_coordination
5246,contribution_type,model
5246,research_type,validation_research
5246,evaluation_strategy,benchmark
5246,human_role,fully_autonomous
5246,venue_type,preprint
5249,loop_mechanism,multi_agent_coordination
5249,contribution_type,process
5249,research_type,validation_research
5249,evaluation_strategy,controlled_experiment
5249,human_role,fully_autonomous
5249,venue_type,preprint
5251,loop_mechanism,multi_agent_coordination
5251,contribution_type,process
5251,research_type,validation_research
5251,evaluation_strategy,benchmark
5251,human_role,fully_autonomous
5251,venue_type,preprint
5264,loop_mechanism,memory_and_context_management
5264,contribution_type,method
5264,research_type,validation_research
5264,evaluation_strategy,controlled_experiment
5264,human_role,human_in_the_loop
5264,venue_type,preprint
5271,loop_mechanism,multi_agent_coordination
5271,contribution_type,process
5271,research_type,solution_proposal
5271,evaluation_strategy,illustrative_example
5271,human_role,human_in_the_loop
5271,venue_type,preprint
5274,loop_mechanism,verification_and_gating
5274,contribution_type,method
5274,research_type,validation_research
5274,evaluation_strategy,controlled_experiment
5274,human_role,fully_autonomous
5274,venue_type,preprint
5275,loop_mechanism,multi_agent_coordination
5275,contribution_type,model
5275,research_type,validation_research
5275,evaluation_strategy,benchmark
5275,human_role,fully_autonomous
5275,venue_type,preprint
5278,loop_mechanism,multi_agent_coordination
5278,contribution_type,process
5278,research_type,validation_research
5278,evaluation_strategy,controlled_experiment
5278,human_role,fully_autonomous
5278,venue_type,preprint
5279,loop_mechanism,multi_agent_coordination
5279,contribution_type,method
5279,research_type,validation_research
5279,evaluation_strategy,benchmark
5279,human_role,fully_autonomous
5279,venue_type,preprint
5282,loop_mechanism,multi_agent_coordination
5282,contribution_type,model
5282,research_type,evaluation_research
5282,evaluation_strategy,controlled_experiment
5282,human_role,human_in_the_loop
5282,venue_type,preprint
5287,loop_mechanism,critique_and_revision
5287,contribution_type,method
5287,research_type,validation_research
5287,evaluation_strategy,benchmark
5287,human_role,fully_autonomous
5287,venue_type,preprint
5289,loop_mechanism,budget_and_termination_control
5289,contribution_type,method
5289,research_type,validation_research
5289,evaluation_strategy,benchmark
5289,human_role,fully_autonomous
5289,venue_type,preprint
5293,loop_mechanism,multi_agent_coordination
5293,contribution_type,model
5293,research_type,validation_research
5293,evaluation_strategy,controlled_experiment
5293,human_role,fully_autonomous
5293,venue_type,preprint
5302,loop_mechanism,multi_agent_coordination
5302,contribution_type,method
5302,research_type,validation_research
5302,evaluation_strategy,benchmark
5302,human_role,fully_autonomous
5302,venue_type,preprint
5304,loop_mechanism,critique_and_revision
5304,contribution_type,tool
5304,research_type,validation_research
5304,evaluation_strategy,controlled_experiment
5304,human_role,fully_autonomous
5304,venue_type,preprint
5307,loop_mechanism,verification_and_gating
5307,contribution_type,method
5307,research_type,validation_research
5307,evaluation_strategy,benchmark
5307,human_role,human_in_the_loop
5307,venue_type,preprint
5308,loop_mechanism,multi_agent_coordination
5308,contribution_type,model
5308,research_type,validation_research
5308,evaluation_strategy,benchmark
5308,human_role,fully_autonomous
5308,venue_type,preprint
5311,loop_mechanism,multi_agent_coordination
5311,contribution_type,process
5311,research_type,validation_research
5311,evaluation_strategy,controlled_experiment
5311,human_role,fully_autonomous
5311,venue_type,preprint
5312,loop_mechanism,multi_agent_coordination
5312,contribution_type,model
5312,research_type,validation_research
5312,evaluation_strategy,benchmark
5312,human_role,fully_autonomous
5312,venue_type,conference
5316,loop_mechanism,multi_agent_coordination
5316,contribution_type,model
5316,research_type,validation_research
5316,evaluation_strategy,benchmark
5316,human_role,fully_autonomous
5316,venue_type,preprint
5324,loop_mechanism,planning_and_control_flow
5324,contribution_type,tool
5324,research_type,validation_research
5324,evaluation_strategy,benchmark
5324,human_role,fully_autonomous
5324,venue_type,conference
5338,loop_mechanism,multi_agent_coordination
5338,contribution_type,tool
5338,research_type,validation_research
5338,evaluation_strategy,benchmark
5338,human_role,fully_autonomous
5338,venue_type,preprint
5349,loop_mechanism,multi_agent_coordination
5349,contribution_type,method
5349,research_type,validation_research
5349,evaluation_strategy,benchmark
5349,human_role,fully_autonomous
5349,venue_type,preprint
5353,loop_mechanism,multi_agent_coordination
5353,contribution_type,model
5353,research_type,philosophical_paper
5353,evaluation_strategy,none
5353,human_role,not_specified
5353,venue_type,preprint
5357,loop_mechanism,multi_agent_coordination
5357,contribution_type,method
5357,research_type,validation_research
5357,evaluation_strategy,benchmark
5357,human_role,fully_autonomous
5357,venue_type,preprint
5368,loop_mechanism,multi_agent_coordination
5368,contribution_type,method
5368,research_type,validation_research
5368,evaluation_strategy,benchmark
5368,human_role,fully_autonomous
5368,venue_type,journal
5383,loop_mechanism,multi_agent_coordination
5383,contribution_type,method
5383,research_type,validation_research
5383,evaluation_strategy,benchmark
5383,human_role,fully_autonomous
5383,venue_type,preprint
5409,loop_mechanism,self_evolution
5409,contribution_type,method
5409,research_type,validation_research
5409,evaluation_strategy,benchmark
5409,human_role,fully_autonomous
5409,venue_type,conference
5420,loop_mechanism,multi_agent_coordination
5420,contribution_type,method
5420,research_type,validation_research
5420,evaluation_strategy,benchmark
5420,human_role,fully_autonomous
5420,venue_type,preprint
5432,loop_mechanism,multi_agent_coordination
5432,contribution_type,method
5432,research_type,validation_research
5432,evaluation_strategy,benchmark
5432,human_role,fully_autonomous
5432,venue_type,preprint
5445,loop_mechanism,multi_agent_coordination
5445,contribution_type,method
5445,research_type,validation_research
5445,evaluation_strategy,benchmark
5445,human_role,fully_autonomous
5445,venue_type,preprint
5449,loop_mechanism,self_evolution
5449,contribution_type,method
5449,research_type,validation_research
5449,evaluation_strategy,benchmark
5449,human_role,fully_autonomous
5449,venue_type,preprint
5454,loop_mechanism,self_evolution
5454,contribution_type,method
5454,research_type,validation_research
5454,evaluation_strategy,benchmark
5454,human_role,fully_autonomous
5454,venue_type,preprint
5456,loop_mechanism,multi_agent_coordination
5456,contribution_type,method
5456,research_type,validation_research
5456,evaluation_strategy,benchmark
5456,human_role,fully_autonomous
5456,venue_type,preprint
5462,loop_mechanism,budget_and_termination_control
5462,contribution_type,method
5462,research_type,validation_research
5462,evaluation_strategy,benchmark
5462,human_role,fully_autonomous
5462,venue_type,preprint
5464,loop_mechanism,multi_agent_coordination
5464,contribution_type,process
5464,research_type,validation_research
5464,evaluation_strategy,controlled_experiment
5464,human_role,fully_autonomous
5464,venue_type,preprint
5465,loop_mechanism,multi_agent_coordination
5465,contribution_type,method
5465,research_type,solution_proposal
5465,evaluation_strategy,controlled_experiment
5465,human_role,not_specified
5465,venue_type,preprint
5475,loop_mechanism,planning_and_control_flow
5475,contribution_type,method
5475,research_type,validation_research
5475,evaluation_strategy,benchmark
5475,human_role,fully_autonomous
5475,venue_type,preprint
5480,loop_mechanism,multi_agent_coordination
5480,contribution_type,model
5480,research_type,validation_research
5480,evaluation_strategy,controlled_experiment
5480,human_role,fully_autonomous
5480,venue_type,preprint
5483,loop_mechanism,multi_agent_coordination
5483,contribution_type,method
5483,research_type,validation_research
5483,evaluation_strategy,benchmark
5483,human_role,fully_autonomous
5483,venue_type,preprint
5484,loop_mechanism,multi_agent_coordination
5484,contribution_type,model
5484,research_type,validation_research
5484,evaluation_strategy,controlled_experiment
5484,human_role,fully_autonomous
5484,venue_type,preprint
5485,loop_mechanism,multi_agent_coordination
5485,contribution_type,method
5485,research_type,validation_research
5485,evaluation_strategy,benchmark
5485,human_role,fully_autonomous
5485,venue_type,preprint
5487,loop_mechanism,multi_agent_coordination
5487,contribution_type,model
5487,research_type,validation_research
5487,evaluation_strategy,benchmark
5487,human_role,fully_autonomous
5487,venue_type,preprint
5488,loop_mechanism,self_evolution
5488,contribution_type,method
5488,research_type,validation_research
5488,evaluation_strategy,benchmark
5488,human_role,fully_autonomous
5488,venue_type,preprint
5489,loop_mechanism,verification_and_gating
5489,contribution_type,model
5489,research_type,solution_proposal
5489,evaluation_strategy,case_study
5489,human_role,human_in_the_loop
5489,venue_type,preprint
5610,loop_mechanism,planning_and_control_flow
5610,contribution_type,method
5610,research_type,validation_research
5610,evaluation_strategy,case_study
5610,human_role,fully_autonomous
5610,venue_type,preprint
5631,loop_mechanism,critique_and_revision
5631,contribution_type,method
5631,research_type,validation_research
5631,evaluation_strategy,controlled_experiment
5631,human_role,fully_autonomous
5631,venue_type,preprint
5645,loop_mechanism,loop_evaluation_and_diagnosis
5645,contribution_type,model
5645,research_type,evaluation_research
5645,evaluation_strategy,case_study
5645,human_role,not_specified
5645,venue_type,preprint
5680,loop_mechanism,loop_evaluation_and_diagnosis
5680,contribution_type,tool
5680,research_type,validation_research
5680,evaluation_strategy,benchmark
5680,human_role,fully_autonomous
5680,venue_type,preprint
5682,loop_mechanism,verification_and_gating
5682,contribution_type,tool
5682,research_type,validation_research
5682,evaluation_strategy,controlled_experiment
5682,human_role,fully_autonomous
5682,venue_type,preprint
5688,loop_mechanism,planning_and_control_flow
5688,contribution_type,tool
5688,research_type,validation_research
5688,evaluation_strategy,benchmark
5688,human_role,fully_autonomous
5688,venue_type,preprint
5755,loop_mechanism,verification_and_gating
5755,contribution_type,tool
5755,research_type,solution_proposal
5755,evaluation_strategy,none
5755,human_role,fully_autonomous
5755,venue_type,conference
5773,loop_mechanism,critique_and_revision
5773,contribution_type,method
5773,research_type,validation_research
5773,evaluation_strategy,controlled_experiment
5773,human_role,fully_autonomous
5773,venue_type,preprint
5829,loop_mechanism,multi_agent_coordination
5829,contribution_type,model
5829,research_type,solution_proposal
5829,evaluation_strategy,illustrative_example
5829,human_role,human_in_the_loop
5829,venue_type,journal
5836,loop_mechanism,multi_agent_coordination
5836,contribution_type,method
5836,research_type,validation_research
5836,evaluation_strategy,controlled_experiment
5836,human_role,fully_autonomous
5836,venue_type,preprint
5838,loop_mechanism,planning_and_control_flow
5838,contribution_type,tool
5838,research_type,validation_research
5838,evaluation_strategy,benchmark
5838,human_role,fully_autonomous
5838,venue_type,preprint
5843,loop_mechanism,planning_and_control_flow
5843,contribution_type,tool
5843,research_type,validation_research
5843,evaluation_strategy,controlled_experiment
5843,human_role,human_on_the_loop
5843,venue_type,conference
5845,loop_mechanism,loop_evaluation_and_diagnosis
5845,contribution_type,tool
5845,research_type,validation_research
5845,evaluation_strategy,benchmark
5845,human_role,fully_autonomous
5845,venue_type,preprint
5860,loop_mechanism,budget_and_termination_control
5860,contribution_type,tool
5860,research_type,validation_research
5860,evaluation_strategy,benchmark
5860,human_role,fully_autonomous
5860,venue_type,preprint
5863,loop_mechanism,loop_evaluation_and_diagnosis
5863,contribution_type,metric
5863,research_type,validation_research
5863,evaluation_strategy,benchmark
5863,human_role,fully_autonomous
5863,venue_type,preprint
5865,loop_mechanism,multi_agent_coordination
5865,contribution_type,model
5865,research_type,validation_research
5865,evaluation_strategy,controlled_experiment
5865,human_role,fully_autonomous
5865,venue_type,preprint
5868,loop_mechanism,verification_and_gating
5868,contribution_type,tool
5868,research_type,validation_research
5868,evaluation_strategy,ablation
5868,human_role,fully_autonomous
5868,venue_type,preprint
5899,loop_mechanism,planning_and_control_flow
5899,contribution_type,tool
5899,research_type,validation_research
5899,evaluation_strategy,benchmark
5899,human_role,fully_autonomous
5899,venue_type,preprint
5904,loop_mechanism,budget_and_termination_control
5904,contribution_type,method
5904,research_type,validation_research
5904,evaluation_strategy,benchmark
5904,human_role,fully_autonomous
5904,venue_type,preprint
5909,loop_mechanism,planning_and_control_flow
5909,contribution_type,method
5909,research_type,validation_research
5909,evaluation_strategy,benchmark
5909,human_role,fully_autonomous
5909,venue_type,preprint
5913,loop_mechanism,loop_evaluation_and_diagnosis
5913,contribution_type,tool
5913,research_type,validation_research
5913,evaluation_strategy,benchmark
5913,human_role,fully_autonomous
5913,venue_type,preprint
5918,loop_mechanism,loop_evaluation_and_diagnosis
5918,contribution_type,tool
5918,research_type,validation_research
5918,evaluation_strategy,benchmark
5918,human_role,fully_autonomous
5918,venue_type,preprint
5928,loop_mechanism,loop_evaluation_and_diagnosis
5928,contribution_type,tool
5928,research_type,validation_research
5928,evaluation_strategy,controlled_experiment
5928,human_role,fully_autonomous
5928,venue_type,preprint
5930,loop_mechanism,planning_and_control_flow
5930,contribution_type,method
5930,research_type,validation_research
5930,evaluation_strategy,controlled_experiment
5930,human_role,fully_autonomous
5930,venue_type,preprint
5931,loop_mechanism,multi_agent_coordination
5931,contribution_type,model
5931,research_type,validation_research
5931,evaluation_strategy,controlled_experiment
5931,human_role,fully_autonomous
5931,venue_type,preprint
5934,loop_mechanism,self_evolution
5934,contribution_type,method
5934,research_type,validation_research
5934,evaluation_strategy,benchmark
5934,human_role,fully_autonomous
5934,venue_type,preprint
5940,loop_mechanism,planning_and_control_flow
5940,contribution_type,tool
5940,research_type,validation_research
5940,evaluation_strategy,benchmark
5940,human_role,fully_autonomous
5940,venue_type,preprint
5942,loop_mechanism,loop_evaluation_and_diagnosis
5942,contribution_type,tool
5942,research_type,validation_research
5942,evaluation_strategy,benchmark
5942,human_role,fully_autonomous
5942,venue_type,preprint
5945,loop_mechanism,loop_evaluation_and_diagnosis
5945,contribution_type,metric
5945,research_type,validation_research
5945,evaluation_strategy,benchmark
5945,human_role,fully_autonomous
5945,venue_type,preprint
5962,loop_mechanism,memory_and_context_management
5962,contribution_type,method
5962,research_type,solution_proposal
5962,evaluation_strategy,none
5962,human_role,fully_autonomous
5962,venue_type,preprint
5965,loop_mechanism,planning_and_control_flow
5965,contribution_type,method
5965,research_type,validation_research
5965,evaluation_strategy,benchmark
5965,human_role,fully_autonomous
5965,venue_type,preprint
5971,loop_mechanism,planning_and_control_flow
5971,contribution_type,model
5971,research_type,validation_research
5971,evaluation_strategy,benchmark
5971,human_role,fully_autonomous
5971,venue_type,preprint
5974,loop_mechanism,memory_and_context_management
5974,contribution_type,method
5974,research_type,validation_research
5974,evaluation_strategy,benchmark
5974,human_role,fully_autonomous
5974,venue_type,preprint
5975,loop_mechanism,planning_and_control_flow
5975,contribution_type,method
5975,research_type,validation_research
5975,evaluation_strategy,benchmark
5975,human_role,fully_autonomous
5975,venue_type,preprint
5990,loop_mechanism,planning_and_control_flow
5990,contribution_type,tool
5990,research_type,validation_research
5990,evaluation_strategy,controlled_experiment
5990,human_role,fully_autonomous
5990,venue_type,preprint
5999,loop_mechanism,deliberative_search
5999,contribution_type,method
5999,research_type,validation_research
5999,evaluation_strategy,benchmark
5999,human_role,fully_autonomous
5999,venue_type,preprint
6002,loop_mechanism,planning_and_control_flow
6002,contribution_type,method
6002,research_type,validation_research
6002,evaluation_strategy,benchmark
6002,human_role,fully_autonomous
6002,venue_type,preprint
6007,loop_mechanism,verification_and_gating
6007,contribution_type,process
6007,research_type,validation_research
6007,evaluation_strategy,human_study
6007,human_role,human_in_the_loop
6007,venue_type,preprint
6010,loop_mechanism,multi_agent_coordination
6010,contribution_type,method
6010,research_type,validation_research
6010,evaluation_strategy,controlled_experiment
6010,human_role,fully_autonomous
6010,venue_type,preprint
6016,loop_mechanism,critique_and_revision
6016,contribution_type,method
6016,research_type,validation_research
6016,evaluation_strategy,benchmark
6016,human_role,fully_autonomous
6016,venue_type,preprint
6021,loop_mechanism,self_evolution
6021,contribution_type,method
6021,research_type,validation_research
6021,evaluation_strategy,benchmark
6021,human_role,fully_autonomous
6021,venue_type,preprint
6029,loop_mechanism,budget_and_termination_control
6029,contribution_type,method
6029,research_type,validation_research
6029,evaluation_strategy,benchmark
6029,human_role,fully_autonomous
6029,venue_type,preprint
6036,loop_mechanism,verification_and_gating
6036,contribution_type,method
6036,research_type,validation_research
6036,evaluation_strategy,benchmark
6036,human_role,fully_autonomous
6036,venue_type,preprint
6048,loop_mechanism,planning_and_control_flow
6048,contribution_type,tool
6048,research_type,validation_research
