paper_id,title,year,venue,source
4988,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,2026,arXiv (Cornell University),openalex
4992,SAM: State-Adaptive Memory for Long-Horizon Reasoning Agent,2026,arXiv (Cornell University),openalex
4998,Beyond Resolution Rates: Behavioral Drivers of Coding Agent Success and Failure,2026,arXiv (Cornell University),openalex
5002,Proactive Context Focus: A Tier-Aligned Framework for Long-Horizon LLM Agents,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
5007,Self-Correcting Long-Horizon Search Agents via Tree-Structured Memory,2026,arXiv (Cornell University),openalex
5010,DPEPO: Diverse Parallel Exploration Policy Optimization for LLM-based Agents,2026,arXiv (Cornell University),openalex
5011,From Noisy Traces to Root Causes: Structural Trajectory Analysis and Causal Extraction for Agent Optimization,2026,arXiv (Cornell University),openalex
5017,"Better Harnesses, Smaller Models: Building 90% Cheaper Agents via Automated Harness Adaptation",2026,arXiv (Cornell University),openalex
5019,"MedBench v5: A Dynamic, Process-Oriented, and Hallucination-Aware Benchmark for Clinical Multimodal Models",2026,arXiv (Cornell University),openalex
5024,AI scientists produce results without reasoning scientifically,2026,arXiv (Cornell University),openalex
5025,Scaling Test-Time Compute for Agentic Coding,2026,arXiv (Cornell University),openalex
5026,ReSum: Unlocking Long-Horizon Search Intelligence via Context Summarization,2025,arXiv (Cornell University),openalex
5036,Matching Matters: A Fair Quality-Efficiency Benchmark for Command-Line Agents,2026,arXiv (Cornell University),openalex
5039,HARBOR: Automated Harness Optimization,2026,arXiv (Cornell University),openalex
5047,AdaMEM: Test-Time Adaptive Memory for Language Agents,2026,arXiv (Cornell University),openalex
5051,Inside the Scaffold: A Source-Code Taxonomy of Coding Agent Architectures,2026,arXiv (Cornell University),openalex
5055,ActiveMem: Distributed Active Memory for Long-Horizon LLM Reasoning,2026,arXiv (Cornell University),openalex
5064,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,2025,arXiv (Cornell University),openalex
5069,PEEK: Context Map as an Orientation Cache for Long-Context LLM Agents,2026,arXiv (Cornell University),openalex
5073,DREvo: Distilling Recalibrated Historical Experience for Harness Self-Evolution,2026,arXiv (Cornell University),openalex
5081,Learning When to Remember: Risk-Sensitive Contextual Bandits for Abstention-Aware Memory Retrieval in LLM-Based Coding Agents,2026,arXiv (Cornell University),openalex
5092,Masking Stale Observations Helps Search Agents -- Until It Doesn't: A Regime Map and Its Mechanism,2026,arXiv (Cornell University),openalex
5093,LongSeeker: Elastic Context Orchestration for Long-Horizon Search Agents,2026,arXiv (Cornell University),openalex
5095,Escaping the Context Bottleneck: Active Context Curation for LLM Agents via Reinforcement Learning,2026,arXiv (Cornell University),openalex
5101,ContextWeaver: Selective and Dependency-Structured Memory Construction for LLM Agents,2026,arXiv (Cornell University),openalex
5103,Diagnosing and Mitigating Context Rot in Long-horizon Search,2026,arXiv (Cornell University),openalex
5106,Governance Decay: How Context Compaction Silently Erases Safety Constraints in Long-Horizon LLM Agents,2026,arXiv (Cornell University),openalex
5110,PRO-LONG: Programmatic Memory Enables Long-Horizon Reasoning,2026,arXiv (Cornell University),openalex
5111,Intent-Driven Situation Tracking for User-Centric Multi-Turn Agents,2026,arXiv (Cornell University),openalex
5128,Learning Transferable Topology Priors for Multi-Agent LLM Collaboration Across Domains,2026,arXiv:cs.CL,arxiv
5129,Multi-Agent Collaboration via Evolving Orchestration,2025,arXiv:cs.CL,arxiv
5143,Reward Modeling for Multi-Agent Orchestration,2026,arXiv:cs.AI,arxiv
5163,Beyond the Strongest LLM: Multi-Turn Multi-Agent Orchestration vs. Single LLMs on Benchmarks,2025,arXiv:cs.AI,arxiv
5165,Multi-Agent Coordination Adaptation via Structure-Guided Orchestration,2026,arXiv:cs.MA,arxiv
5181,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,2025,arXiv:cs.AI,arxiv
5184,LEMON: Learning Executable Multi-Agent Orchestration via Counterfactual Reinforcement Learning,2026,arXiv:cs.AI,arxiv
5185,Recognize Your Orchestrator: An Entropy Dynamics Perspective for LLM Multi-Agent Systems,2026,arXiv:cs.AI,arxiv
5189,Semantic Uncertainty-Guided Orchestration in Hierarchical Multi-Agent Systems,2026,arXiv:cs.AI,arxiv
5191,AdaptOrch: Task-Adaptive Multi-Agent Orchestration in the Era of LLM Performance Convergence,2026,arXiv:cs.MA,arxiv
5196,LLM Agents for Deliberative Collaboration: A Study on Joint Decision Making Under Partial Observability,2026,arXiv:cs.CL,arxiv
5202,Learning to Deliberate: Meta-policy Collaboration for Agentic LLMs with Multi-agent Reinforcement Learning,2025,arXiv:cs.AI,arxiv
5208,Learning Latency-Aware Orchestration for Multi-Agent Systems,2026,arXiv:cs.MA,arxiv
5212,Difficulty-Aware Agentic Orchestration for Query-Specific Multi-Agent Workflows,2025,arXiv:cs.AI,arxiv
5214,MARS: toward more efficient multi-agent collaboration for LLM reasoning,2025,arXiv:cs.CL,arxiv
5216,INFRAMIND: Infrastructure-Aware Multi-Agent Orchestration,2026,arXiv:cs.AI,arxiv
5225,CausalPlan: Empowering Efficient LLM Multi-Agent Collaboration Through Causality-Driven Planning,2025,arXiv:cs.AI,arxiv
5237,Invisible Orchestrators Suppress Protective Behavior and Dissociate Power-Holders: Safety Risks in Multi-Agent LLM Systems,2026,arXiv:cs.AI,arxiv
5241,Scaling Large Language Model-based Multi-Agent Collaboration,2024,arXiv:cs.AI,arxiv
5243,OrchBench: Evaluating Multi-Agent Orchestration Plans in Isolation via Deterministic Simulation,2026,arXiv:cs.AI,arxiv
5246,HieraMAS: Optimizing Intra-Node LLM Mixtures and Inter-Node Topology for Multi-Agent Systems,2026,arXiv:cs.MA,arxiv
5249,LLM Consortium for Software Design Refinement: A Controlled Experiment on Multi-Agent Collaboration Topologies,2026,arXiv:cs.SE,arxiv
5251,"Benchmarking Multi-Agent LLM Architectures for Financial Document Processing: A Comparative Study of Orchestration Patterns, Cost-Accuracy Tradeoffs and Production Scaling Strategies",2026,arXiv:cs.AI,arxiv
5264,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,2026,arXiv:cs.MA,arxiv
5271,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,2025,arXiv:cs.SE,arxiv
5274,Verified Multi-Agent Orchestration: A Plan-Execute-Verify-Replan Framework for Complex Query Resolution,2026,arXiv:cs.AI,arxiv
5275,Retrieval-Conditioned Topology Selection with Provable Budget Conservation for Multi-Agent Code Generation,2026,arXiv:cs.AI,arxiv
5278,Collaboration Dynamics and Reliability Challenges of Multi-Agent LLM Systems in Finite Element Analysis,2024,arXiv:cs.AI,arxiv
5279,AMAS: Adaptively Determining Communication Topology for LLM-based Multi-Agent System,2025,arXiv:cs.CL,arxiv
5282,Structure Matters: Evaluating Multi-Agents Orchestration in Generative Therapeutic Chatbots,2026,arXiv:cs.HC,arxiv
5287,MAMM-Refine: A Recipe for Improving Faithfulness in Generation with Multi-Agent Collaboration,2025,arXiv:cs.CL,arxiv
5289,Focus Is All You Need: Adaptive Goal-aware Attention Orchestration for Multi-Agent Graph Systems,2026,arXiv:cs.AI,arxiv
5293,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,2026,arXiv:cs.MA,arxiv
5302,OMAC: A Holistic Optimization Framework for LLM-Based Multi-Agent Collaboration,2025,arXiv:cs.MA,arxiv
5304,Self-Refining Topology Optimization via an LLM-Based Multi-Agent Framework,2026,arXiv:cs.MA,arxiv
5307,Adaptive Collaboration with Humans: Metacognitive Policy Optimization for Multi-Agent LLMs with Continual Learning,2026,arXiv:cs.AI,arxiv
5308,Brain-Inspired Graph Multi-Agent Systems for LLM Reasoning,2026,arXiv:cs.AI,arxiv
5311,Towards Multi-Agent Reasoning Systems for Collaborative Expertise Delegation: An Exploratory Design Study,2025,arXiv:cs.CL,arxiv
5312,AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems,2025,Advances in Neural Information Processing Systems 38,openalex
5316,Scaling Large Language Model-based Multi-Agent Collaboration,2024,arXiv (Cornell University),openalex
5324,DynTaskMAS: A Dynamic Task Graph-driven Framework for Asynchronous and Parallel LLM-based Multi-Agent Systems,2025,Proceedings of the International Conference on Automated Planning and Scheduling,openalex
5338,A Self-Reflective Multi-Agent Collaboration Framework for Dynamic Software Engineering Tasks,2026,Preprints.org,openalex
5349,GroupDebate: Enhancing the Efficiency of Multi-Agent Debate Using Group Discussion,2026,,openalex
5353,Multi-Agent LLM Systems: From Emergent Collaboration to Structured Collective Intelligence,2025,Preprints.org,openalex
5357,TopoDIM: One-shot Topology Generation of Diverse Interaction Modes for Multi-Agent Systems,2026,,openalex
5368,"ORCH: many analyses, one merge—a deterministic multi-agent orchestrator for discrete-choice reasoning with EMA-guided routing",2026,Frontiers in Artificial Intelligence,openalex
5383,Flow: Modularized Agentic Workflow Automation,2025,arXiv (Cornell University),openalex
5409,SwarmAgentic: Towards Fully Automated Agentic System Generation via Swarm Intelligence,2025,EMNLP,openalex
5420,"Towards Adaptive, Scalable, and Robust Coordination of LLM Agents: A Dynamic Ad-Hoc Networking Perspective",2026,arXiv (Cornell University),openalex
5432,MANTA: Multi-Agent Network Topology Adaptation for Self-Evolving Multi-Agent Systems,2026,arXiv (Cornell University),openalex
5445,Stochastic Self-Organization in Multi-Agent Systems,2025,arXiv (Cornell University),openalex
5449,EvoMAS: Evolutionary Generation of Multi-Agent Systems,2026,arXiv (Cornell University),openalex
5454,OptiMAS: Automatically Optimize Multi-Agent System,2026,arXiv (Cornell University),openalex
5456,Decentralized Multi-Agent Systems with Shared Context,2026,arXiv (Cornell University),openalex
5462,BAMAS: Structuring Budget-Aware Multi-Agent Systems,2025,arXiv (Cornell University),openalex
5464,An Empirical Study of Multi-Agent Collaboration for Automated Research,2026,arXiv (Cornell University),openalex
5465,Rethinking Query Optimization for Multi-Agent Systems [Vision],2025,arXiv (Cornell University),openalex
5475,ALAS: Transactional and Dynamic Multi-Agent LLM Planning,2025,arXiv (Cornell University),openalex
5480,Graph-theoretic Agreement Framework for Multi-agent LLM Systems,2026,arXiv (Cornell University),openalex
5483,Response-Conditioned Parallel-to-Sequential Orchestration for Multi-Agent Systems,2026,arXiv (Cornell University),openalex
5484,Coordination as an Architectural Layer for LLM-Based Multi-Agent Systems,2026,arXiv (Cornell University),openalex
5485,Economy of Minds: Emerging Multi-Agent Intelligence with Economic Interactions,2026,arXiv (Cornell University),openalex
5487,Adaptive Sparse Dense Communication Network for Multi-Agent LLMs,2026,Preprints.org,openalex
5488,Multi-Agent Design: Optimizing Agents with Better Prompts and Topologies,2025,arXiv (Cornell University),openalex
5489,Managing Uncertainty in LLM-based Multi-Agent System Operation,2026,arXiv (Cornell University),openalex
5610,VADAOrchestra: Neurosymbolic Orchestration of Adaptive Reasoning Workflows,2026,arXiv:cs.AI,arxiv
5631,Self-Healing Agentic Orchestrators for Reliable Tool-Augmented Large Language Model Systems,2026,arXiv:cs.AI,arxiv
5645,Demystifying the Lifecycle of Failures in Platform-Orchestrated Agentic Workflows,2025,arXiv:cs.AI,arxiv
5680,ClawArena-Team: Benchmarking Subagent Orchestration and Dynamic Workflows in Language-Model Agents,2026,arXiv:cs.AI,arxiv
5682,Agentic Verifier-in-the-Loop Solver Orchestration for Cell-Free Massive MIMO Downlink Power Control,2026,arXiv:cs.IT,arxiv
5688,FAME: QoS-aware Async Service Orchestration for Agentic Workflows,2026,arXiv:cs.DC,arxiv
5755,ToolSmith: A Multi-Agent Framework for Enterprise Tool Creation,2026,Proceedings of the AAAI Conference on Artificial Intelligence,openalex
5773,Good Parenting is all you need -- Multi-agentic LLM Hallucination Mitigation,2024,arXiv (Cornell University),openalex
5829,Beyond Chatbots: Moving Toward Multistep Modular AI Agents in Medical Education,2025,JMIR Medical Education,openalex
5836,Hallucination Mitigation using Agentic AI Natural Language-Based Frameworks,2025,arXiv (Cornell University),openalex
5838,CellPilot: an agentic framework that pilots small language models through autonomous single-cell annotation,2026,bioRxiv (Cold Spring Harbor Laboratory),openalex
5843,Agentic Framework for Intelligent Surrogate Modeling of Simulator-Driven Workflows,2025,,openalex
5845,EngiAI: A Multi-Agent Framework and Benchmark Suite for LLM-Driven Engineering Design,2026,arXiv (Cornell University),openalex
5860,Audio-Mind: An Auditable Agentic Framework for Audio Understanding,2026,arXiv (Cornell University),openalex
5863,"Advancing Agentic Systems: Dynamic Task Decomposition, Tool Integration and Evaluation using Novel Metrics and Dataset",2024,arXiv (Cornell University),openalex
5865,United Minds or Isolated Agents? Exploring Coordination of LLMs under Cognitive Load Theory,2025,arXiv (Cornell University),openalex
5868,Harness as an Asset: Enforcing Determinism via the Convergent AI Agent Framework (CAAF),2026,arXiv (Cornell University),openalex
5899,ALAS: A Stateful Multi-LLM Agent Framework for Disruption-Aware Planning,2025,arXiv:cs.AI,arxiv
5904,When Replanning Becomes the Bottleneck: Budgeted Replanning for Embodied Agents,2026,arXiv:cs.RO,arxiv
5909,Bayesian Partner Modelling enables Adaptive Replanning for LLM Coordination,2026,arXiv:cs.MA,arxiv
5913,When Tools Fail: Benchmarking Dynamic Replanning and Anomaly Recovery in LLM Agents,2026,arXiv:cs.AI,arxiv
5918,Agent Planning Benchmark: A Diagnostic Framework for Planning Capabilities in LLM Agents,2026,arXiv:cs.CL,arxiv
5928,Testing and Understanding Erroneous Planning in LLM Agents through Synthesized User Inputs,2024,arXiv:cs.AI,arxiv
5930,A Machine-to-Machine Knowledge-Guided LLM Agent for Generalizable Radiotherapy Treatment Planning,2026,arXiv:physics.med-ph,arxiv
5931,Tensor-Coord: Algebraic Decomposition of Joint Plan Tensors for Conflict-Free Multi-Agent LLM Planning,2026,arXiv:cs.AI,arxiv
5934,Agentic Self-Evolutionary Replanning for Embodied Navigation,2026,arXiv:cs.RO,arxiv
5940,Agentic LLM Planning via Step-Wise PDDL Simulation: An Empirical Characterisation,2026,arXiv:cs.AI,arxiv
5942,Robotouille: An Asynchronous Planning Benchmark for LLM Agents,2025,arXiv:cs.RO,arxiv
5945,AI Planning Framework for LLM-Based Web Agents,2026,arXiv:cs.AI,arxiv
5962,Coarse-to-Fine Grounded Memory for LLM Agent Planning,2025,arXiv:cs.AI,arxiv
5965,RePLan: Robotic Replanning with Perception and Language Models,2024,arXiv:cs.RO,arxiv
5971,"SagaLLM: Context Management, Validation, and Transaction Guarantees for Multi-Agent LLM Planning",2025,arXiv:cs.AI,arxiv
5974,Fact-Augmented Lookahead Planning for LLM Agents,2025,arXiv:cs.LG,arxiv
5975,Coupling Planning with Episodic Memory in LLM Agents for Software Issue Resolution,2026,arXiv:cs.SE,arxiv
5990,Does The Way You Plan Matter? An Empirical Study of Planning Representations for LLM Web Agents,2026,arXiv:cs.CL,arxiv
5999,ToolTree: Efficient LLM Agent Tool Planning via Dual-Feedback Monte Carlo Tree Search and Bidirectional Pruning,2026,arXiv:cs.AI,arxiv
6002,Why Reasoning Fails to Plan: A Planning-Centric Analysis of Long-Horizon Decision Making in LLM Agents,2026,arXiv:cs.AI,arxiv
6007,Plan-Then-Execute: An Empirical Study of User Trust and Team Performance When Using LLM Agents As A Daily Assistant,2025,arXiv:cs.HC,arxiv
6010,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,2026,arXiv:cs.CR,arxiv
6016,Can We Rely on LLM Agents to Draft Long-Horizon Plans? Let's Take TravelPlanner as an Example,2024,arXiv:cs.AI,arxiv
6021,Self-Evolving World Models for LLM Agent Planning,2026,arXiv:cs.AI,arxiv
6029,Learning When to Plan: Efficiently Allocating Test-Time Compute for LLM Agents,2025,arXiv:cs.AI,arxiv
6036,"Before you <think>, monitor: Implementing Flavell's metacognitive framework in LLMs",2025,arXiv:cs.AI,arxiv
6048,ALAS: Transactional and Dynamic Multi-Agent LLM Planning,2025,arXiv:cs.MA,arxiv
6060,Encouraging Good Processes Without the Need for Good Answers: Reinforcement Learning for LLM Agent Planning,2025,arXiv:cs.LG,arxiv
6067,Strategist: Self-improvement of LLM Decision Making via Bi-Level Tree Search,2024,arXiv:cs.AI,arxiv
6075,How Much Heavy Lifting Can an Agent Harness Do?: Measuring the LLM's Residual Role in a Planning Agent,2026,arXiv:cs.AI,arxiv
6076,Training the Orchestrator: A Supervised Approach to End-to-End PDDL Planning with LLM Agents,2026,arXiv:cs.AI,arxiv
6078,KnowAgent: Knowledge-Augmented Planning for LLM-Based Agents,2024,arXiv:cs.CL,arxiv
6080,Metagent-P: A Neuro-Symbolic Planning Agent with Metacognition for Open Worlds,2025,,openalex
6081,CART: A traceable zero-shot planning framework for large language models with adaptive replanning,2025,Knowledge-Based Systems,openalex
6093,LLM-Driven Adaptive Recovery for Multi-Agent Systems in Dynamic Environments,2026,Proceedings of the ... ISARC,openalex
6098,Do Agents Need to Plan Step-by-Step? Rethinking Planning Horizon in Data-Centric Tool Calling,2026,,openalex
6118,An LLM Compiler for Parallel Function Calling,2023,arXiv (Cornell University),openalex
6140,Recover: A Neuro-Symbolic Framework for Failure Detection and Recovery,2024,arXiv (Cornell University),openalex
6141,Simulating Human-like Daily Activities with Desire-driven Autonomy,2024,arXiv (Cornell University),openalex
6156,LEGOMem: Modular Procedural Memory for Multi-agent LLM Systems for Workflow Automation,2026,,openalex
6162,When Should Users Check? Modeling Confirmation Frequency in Multi-Step Agentic AI Tasks,2026,,openalex
6172,Goal2Skill: Long-Horizon Manipulation with Adaptive Planning and Reflection,2026,arXiv (Cornell University),openalex
6181,How to Steer Your Multi-Agent System: Human-LLM Collaborative Planning,2026,Proceedings of the ACM Conference on AI and Agentic Systems,openalex
6184,A Closed-Loop Modular Language Agent with Step Verification and Local Correction for Multi-Step Task Solving,2026,Electronics,openalex
6189,ELHPlan: Efficient Long-Horizon Task Planning for Multi-Agent Collaboration,2025,arXiv (Cornell University),openalex
6194,Logic-Based Verification of Task Allocation for LLM-Enabled Multi-Agent Manufacturing Systems,2026,arXiv (Cornell University),openalex
6196,A Hierarchical Error-Corrective Graph Framework for Autonomous Agents with LLM-Based Action Generation,2026,arXiv (Cornell University),openalex
6200,GraSP: Graph-Structured Skill Compositions for LLM Agents,2026,arXiv (Cornell University),openalex
6204,REFLEX: Metacognitive Reasoning for Reflective Zero-Shot Robotic Planning with Large Language Models,2025,arXiv (Cornell University),openalex
6207,Skill-MAS: Evolving Meta-Skill for Automatic Multi-Agent Systems,2026,arXiv (Cornell University),openalex
6220,From Language to Action: Can LLM-Based Agents Be Used for Embodied Robot Cognition?,2026,arXiv (Cornell University),openalex
6235,Bridging Values and Behavior: A Hierarchical Framework for Proactive Embodied Agents,2026,arXiv (Cornell University),openalex
6241,ReflectVLN: Training Vision-Language Navigation Agents with Reflective Reasoning,2026,arXiv (Cornell University),openalex
6242,Position: Beyond Model-Centric Prediction -- Agentic Time Series Forecasting,2026,arXiv (Cornell University),openalex
6252,Verification-Gated Agentic Mission-State Governance for Intelligent Industrial Multi-Robot Systems,2026,arXiv (Cornell University),openalex
6256,Reflecting with Two Voices: A Co-Adaptive Dual-Strategy Framework for LLM-Based Agent Decision Making,2025,arXiv (Cornell University),openalex
6269,VLM-DEWM: Dynamic External World Model for Verifiable and Resilient Vision-Language Planning in Manufacturing,2026,arXiv (Cornell University),openalex
6270,RAMP: Risk-Aware Multi-Turn Planning for Jailbreak Red-Teaming,2026,,openalex
6292,Real-Time Detection and Repair of LLM Agent Failures,2026,arXiv:cs.AI,arxiv
6305,Agent Reinforcement Learning via Pivotal-Aware Self-Feedback Retry,2026,arXiv:cs.AI,arxiv
6321,Self-Evaluating LLMs for Multi-Step Tasks: Stepwise Confidence Estimation for Failure Detection,2025,arXiv:cs.LG,arxiv
6331,Why Retrying Fails: Context Contamination in LLM Agent Pipelines,2026,arXiv:cs.AI,arxiv
6349,Verified Tool Calls Improve LLM Agent Reliability Under Non-Atomic Failures,2026,arXiv:cs.SE,arxiv
6360,Where LLM Agents Fail and How They can Learn From Failures,2025,arXiv:cs.AI,arxiv
6407,CausalFlow: Causal Attribution and Counterfactual Repair for LLM Agent Failures,2026,arXiv:cs.LG,arxiv
6410,Compaction as Epistemic Failure: How Agentic LLM Tools Fabricate Confirmed Results from Killed Processes,2026,arXiv:cs.SE,arxiv
6432,From Confident Closing to Silent Failure: Characterizing False Success in LLM Agents,2026,arXiv:cs.LG,arxiv
6445,AgentCheck: A Reproduce-Intervene-Mitigate Workbench for LLM Agents over MCP,2026,arXiv:cs.SE,arxiv
6459,Repair or Resample? Rethinking Failure Debugging in LLM Multi-Agent Systems,2026,arXiv:cs.AI,arxiv
6462,"Autonomous Topology Mutation: Safe Runtime Restructuring for Multi-Agent LLM Systems with Capability, State, and Shadow Invariants",2026,arXiv:cs.AI,arxiv
6468,AutoHarness: improving LLM agents by automatically synthesizing a code harness,2026,arXiv:cs.CL,arxiv
6479,Mitigating Execution Hallucinations and Computational Inflation in Agentic RAG via Strict Protocol Boundaries,2026,Electronics,openalex
6497,Evaluating Long-Horizon Reasoning and Self-Correction in Large Language Models with Verifiable Task Chains,2026,Journal of the Association for Information Systems,openalex
6498,From Capabilities to Performance: Evaluating Key Functional Properties of LLM Architectures in Penetration Testing,2025,,openalex
6509,CAR: Empowering Agents with Dynamic Tool Synthesis and Global Trajectory Rectification,2026,,openalex
6515,GraphBit: A Graph-based Agentic Framework for Non-Linear Agent Orchestration,2026,arXiv (Cornell University),openalex
6518,Agent-First Tool API: A Semantic Interface Paradigm for Enterprise AI Agent Systems,2026,arXiv (Cornell University),openalex
6520,Bridging Protocol and Production: Design Patterns for Deploying AI Agents with Model Context Protocol,2026,arXiv (Cornell University),openalex
6524,Meta-Agent: From Task Descriptions to Verified Multi-Agent Systems,2026,arXiv (Cornell University),openalex
6527,THE DISPATCHER: BRIDGING THE PROBABILISTIC GAP IN AUTOMATED DECISION MODELING,2026,Bulletin of NTU KhPI Series Strategic Management Portfolio Program and Project Management,openalex
6532,Autonomous adversary: red-teaming in the age of LLM,2026,arXiv (Cornell University),openalex
6533,Behavioral Controllability of Agentic Models for Information Extraction: From Fixed Workflows to Reflective Agents,2026,arXiv (Cornell University),openalex
6537,MCP-Atlas: A Large-Scale Benchmark for Tool-Use Competency with Real MCP Servers,2026,arXiv (Cornell University),openalex
6540,Agent-SAMA: State-Aware Mobile Assistant,2025,arXiv (Cornell University),openalex
6545,Graph-Based Self-Healing Tool Routing for Cost-Efficient LLM Agents,2026,arXiv (Cornell University),openalex
6547,AI-NativeBench: An Open-Source White-Box Agentic Benchmark Suite for AI-Native Systems,2026,arXiv (Cornell University),openalex
6554,Shared Selective Persistent Memory for Agentic LLM Systems,2026,arXiv (Cornell University),openalex
6559,Context Rot: Why MCP is Breaking in Production and How the Skills Architecture Fixes It,2026,European Journal of Electrical Engineering and Computer Science,openalex
6562,Agentic Frameworks for Reasoning Tasks: An Empirical Study,2026,arXiv (Cornell University),openalex
6563,Your Agent Has a Genome: Sequence-Level Behavioral Analysis and Runtime Governance of LLM-Powered Autonomous Agents,2026,arXiv (Cornell University),openalex
6579,Evaluating LLM Agents on Automated Software Analysis Tasks,2026,arXiv (Cornell University),openalex
6580,Why Search When You Can Transfer? Amortized Agentic Workflow Design from Structural Priors,2026,arXiv (Cornell University),openalex
6581,Execution as Verification: Fine-Grained Self-Correcting Reasoning for Complex KBQA,2026,,openalex
6595,BioProAgent: Neuro-Symbolic Grounding for Constrained Scientific Planning,2026,,openalex
6600,"PHMForge: Evaluating LLM Agents on Industrial Prognostics through MCP-Native, Algorithm-Grounded Tools",2026,arXiv (Cornell University),openalex
6603,Self-Programmed Execution for Language-Model Agents,2026,arXiv (Cornell University),openalex
6607,ScrambleToolBench: Agents Search Exhaustively Even When Their Own Map Points to the Next Step,2026,arXiv (Cornell University),openalex
6612,AGI Requires a Coordination Layer on Top of Pattern Repositories,2025,arXiv (Cornell University),openalex
6620,SaaSBench: Exploring the Boundaries of Coding Agents in Long-Horizon Enterprise SaaS Engineering,2026,arXiv (Cornell University),openalex
6629,Tree-Notebook: A Context-Aware Agent with Tree Search and Entropy-Aware Data Shadow for Interactive Data Science,2026,Findings of the Association for Computational Linguistics: ACL 2026,openalex
6634,Comparative Evaluation of Agentic Workflow Capabilities in AI IDE Agents for Web-Based Learning Media Development,2026,Journal of Applied Informatics and Computing,openalex
6641,AdsMind: A Physics-Grounded Multi-Agent System for Self-Correcting Discovery of Adsorption Configurations on Heterogeneous Catalyst Surfaces,2026,arXiv (Cornell University),openalex
6646,AssetOpsBench: Benchmarking AI Agents for Task Automation in Industrial Asset Operations and Maintenance,2025,arXiv (Cornell University),openalex
6647,ProcCtrlBench: Evaluating Process-Level Defects and Control Preservation in LLM Coding Agents,2026,arXiv (Cornell University),openalex
6649,SGA-MCTS: Decoupling Planning from Execution via Training-Free Atomic Experience Retrieval,2026,arXiv (Cornell University),openalex
6656,A Formal Hierarchical Architecture for Agentic Orchestration with Stack-Based Execution and Lazy Discovery,2026,arXiv (Cornell University),openalex
6661,Agentic Nesting: A New Methodology for Existing Enterprise Application Integration and Services,2026,arXiv (Cornell University),openalex
6707,$Σ$-Mem: An Online Reliability Memory for LLM-based Multi-Agent Systems,2026,arXiv:cs.MA,arxiv
6752,Token Coherence: Adapting MESI Cache Protocols to Minimize Synchronization Overhead in Multi-Agent LLM Systems,2026,arXiv:cs.DC,arxiv
6763,AgentGit: A Version Control Framework for Reliable and Scalable LLM-Powered Multi-Agent Systems,2025,arXiv:cs.MA,arxiv
6769,EARS: Explanatory Abstention for Reliable Sub-Agent Modeling in Large-scale Multi-Agent Systems,2026,arXiv:cs.MA,arxiv
6776,Insider Attacks in Multi-Agent LLM Consensus Systems,2026,arXiv:cs.MA,arxiv
6790,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,2025,arXiv:cs.MA,arxiv
6794,Reliable Self-Harm Risk Screening via Adaptive Multi-Agent LLM Systems,2026,arXiv:cs.LG,arxiv
6799,Evaluating Theory of Mind and Internal Beliefs in LLM-Based Multi-Agent Systems,2026,arXiv:cs.MA,arxiv
6809,Training-Free Agentic AI: Probabilistic Control and Coordination in Multi-Agent LLM Systems,2026,arXiv:cs.CL,arxiv
6816,The Reasoning Trap: An Information-Theoretic Bound on Closed-System Multi-Step LLM Reasoning,2026,arXiv:cs.CL,arxiv
6820,MAS-FIRE: Fault Injection and Reliability Evaluation for LLM-Based Multi-Agent Systems,2026,arXiv:cs.SE,arxiv
6826,Delayed Verification Destabilizes Multi-Agent LLM Belief: Instability Thresholds and Optimal Corrector Placement,2026,arXiv:cs.MA,arxiv
6829,Position: Towards a Responsible LLM-empowered Multi-Agent Systems,2025,arXiv:cs.MA,arxiv
6830,Self-Resource Allocation in Multi-Agent LLM Systems,2025,arXiv:cs.MA,arxiv
6835,MasRouter: Learning to Route LLMs for Multi-Agent Systems,2025,arXiv:cs.LG,arxiv
6853,Conformity Dynamics in LLM Multi-Agent Systems: The Roles of Topology and Self-Social Weighting,2026,arXiv:cs.MA,arxiv
6859,Group size effects and collective misalignment in LLM multi-agent systems,2025,arXiv:cs.MA,arxiv
6863,Herd Behavior: Investigating Peer Influence in LLM-based Multi-Agent Systems,2025,arXiv:cs.MA,arxiv
6865,LEGOMem: Modular Procedural Memory for Multi-agent LLM Systems for Workflow Automation,2025,arXiv:cs.AI,arxiv
6888,Iterative Audit Convergence in LLM-Managed Multi-Agent Systems: A Case Study in Prompt-Engineering Quality Assurance,2026,Software,openalex
6920,ALLURE: Auditing and Improving LLM-based Evaluation of Text using Iterative In-Context-Learning,2023,arXiv (Cornell University),openalex
